"id","prediction"
3217,198202.497824603
3221,262790.984832775
3243,167149.612662992
3257,166201.086575178
3270,147300.025984551
3295,731775.166533543
3297,83429.0886903687
3314,244227.808142834
3321,487913.846892561
3337,90504.7276870906
3339,316884.238677174
3344,366595.734078837
3345,186962.195233352
3347,113008.581606881
3350,112388.356951239
3351,235095.314491603
3355,96861.0359952696
3365,250013.371252213
3374,132864.041875131
3382,1892276.54353599
3386,457593.267227994
3390,102420.999321097
3403,57403.5017866886
3407,108364.695944032
3419,118731.461286152
3423,162308.715960222
3427,515465.367749516
3431,90409.9170007872
3464,124999.222830412
3482,274252.732055713
3483,81979.2773429739
3485,453950.795157235
3499,287574.459582011
3513,697765.928252558
3533,208056.54823316
3534,229495.181358947
3552,585827.644590486
3555,84955.5325081578
3569,284720.495053006
3577,209429.378630625
3586,369888.09876057
3592,150893.633732154
3594,158816.05983914
3604,62358.4150675869
3607,201247.787283654
3611,341298.058071475
3623,80524.1769529526
3625,1220018.51069377
3649,197934.351572459
3651,176876.206331287
3653,151498.704036427
3657,391997.850539386
3675,49652.6885584478
3677,214244.199932398
3703,272531.469512555
3707,110255.588841619
3717,205140.856458179
3718,194736.735888592
3725,135341.965011958
3726,136338.730926999
3732,408923.466039142
3736,187615.799098273
3738,253385.815875423
3740,261259.143310568
3742,83626.8101742252
3771,89613.1569029786
3786,760453.777523293
3790,135193.149540863
3794,207337.221785281
3797,208990.579958172
3802,307169.574688068
3803,164669.780526301
3805,232415.739445435
3811,440397.818045195
3836,86404.5317686701
3854,189439.237655785
3858,112237.716162351
3867,112763.869738217
3874,396458.585136701
3875,366917.299002837
3876,116648.004732665
3879,136275.098968846
3882,74082.5080548632
3887,304192.455970145
3891,106933.715017954
3892,741673.471134156
3896,656268.518817853
3906,230793.144515067
3942,238992.546648061
3947,130892.190511121
3959,314737.624366902
3960,61461.7616693902
3978,375478.577050345
3982,146289.606811978
4003,475028.308769217
4006,116557.665768394
4008,124823.236866269
4029,398561.380277718
4054,343258.319256434
4060,502730.697989153
4064,218131.248514878
4065,289082.945734941
4072,531468.902295703
4073,225097.605145698
4086,447759.780662733
4087,492848.944567962
4101,228073.589283921
4115,108061.423056478
4123,120768.744436804
4132,72909.6168168108
4151,200308.970001124
4157,163388.556493459
4174,445067.26184682
4175,128091.599632782
4204,133510.396574719
4223,195210.676402164
4236,342124.206972856
4251,207205.736342308
4268,190712.280499259
4279,467327.227465764
4290,566017.136482105
4291,173208.897877839
4298,227414.257102081
4303,383497.191349094
4320,434592.641317339
4346,135517.482405122
4349,397487.825460019
4363,97095.3240930919
4372,235726.041484484
4382,173168.552850635
4383,228651.932524618
4400,466658.318262652
4424,277174.057349652
4426,234647.568323835
4428,250577.814486954
4465,55046.1113723572
4466,277768.987884955
4469,173026.324182807
4477,129483.857634557
4492,93664.1192128785
4501,256060.9089807
4507,358860.071228853
4517,96398.0505514744
4522,150040.305973312
4556,324844.780784592
4572,381612.1011797
4586,163320.870276666
4595,403049.96682377
4611,143854.831739192
4619,300416.213234756
4626,608033.05322297
4629,135678.437220773
4630,354869.326210668
4639,216880.210887733
4674,82166.2994996845
4676,227120.963633387
4677,133830.766561254
4692,97232.679047904
4702,246724.949656085
4703,678824.773805993
4721,390979.877001965
4730,246352.423144106
4747,2050777.33542394
4752,180499.833964065
4782,102395.13217791
4783,296265.569880539
4784,733600.511494321
4792,749919.462579138
4813,216646.149038627
4816,194507.079311422
4818,184441.073271761
4832,84630.6322743459
4837,279479.000127104
4847,183953.296740755
4852,161224.588976005
4853,315690.946656023
4861,79574.1956651053
4862,127730.314214906
4868,379931.638106973
4874,285867.714679826
4886,30288.2490978574
4891,114134.176458675
4895,88486.1186976819
4905,570487.94247829
4906,91630.849289663
4916,21652.3176183526
4940,69368.7504686732
4944,465991.374585185
4947,178362.369794729
4953,57924.9203180158
4957,144248.573708367
4959,75110.8554148429
4982,447414.060971152
5009,1703027.86396587
5017,161900.214032035
5054,263415.768837394
5071,37313.2447006813
5083,238081.666213812
5107,128340.367009748
5109,213082.98507576
5112,138622.719409249
5116,96021.2579562516
5118,191662.883621091
5120,130317.342798027
5160,9003.68786719715
5161,305276.41857201
5165,290182.62027575
5176,161817.107926554
5204,104831.690199725
5217,157862.467867416
5232,91482.9211560095
5248,401206.647382315
5281,968571.80652988
5295,77140.137477734
5311,177679.906637549
5313,163087.452262493
5315,170891.471933236
5318,387076.581429854
5324,174886.752173174
5326,333441.397083852
5341,518366.658284261
5347,115152.857374974
5362,376507.204637165
5406,395604.098086215
5411,274327.612767389
5421,636678.872095128
5442,156112.493013457
5449,259542.636683025
5466,668033.905091193
5472,338749.711498305
5475,219617.568479631
5481,181240.530327778
5482,291444.37961692
5486,82441.79925126
5491,401648.611545651
5507,108606.778811009
5518,263472.051775748
5528,341723.688004998
5538,393925.870325807
5544,560647.586068074
5568,162238.632540489
5578,111139.768118088
5597,169301.125014427
5611,236749.997432693
5640,217920.448830176
5644,285888.202467223
5650,291815.328862668
5660,55934.1011659043
5665,335465.629225856
5673,242486.214155063
5693,319407.993812553
5696,387338.277302219
5708,147223.074501114
5717,63465.4522341547
5723,263193.54860251
5725,277375.852511146
5728,2517504.17901888
5746,116979.83486878
5772,452135.366513741
5778,212156.032427042
5784,486751.558594966
5786,214024.377224158
5798,107279.10875678
5800,483903.870110833
5801,184912.940446453
5836,97715.4309896886
5846,89565.4958383264
5848,144482.157494226
5853,83364.0825609101
5862,677291.671410721
5864,479622.756187158
5875,131827.269298106
5885,246704.334755617
5888,204576.697278379
5891,261649.130365579
5895,168690.790229835
5920,147159.15119012
5928,143129.359285177
5929,164726.676561153
5932,122892.090496477
5950,185942.883760411
5954,45536.8240260365
5965,507147.469883071
5976,95356.7641323373
5979,470938.910023132
5982,396331.543261263
5988,183265.118939869
5991,799222.331231213
5997,53736.1912476845
6003,465434.260867591
6004,60621.895494399
6022,281177.263373797
6035,193255.178694165
6063,93344.8238471907
6085,150363.955905862
6087,247516.964140642
6095,178984.645035133
6113,329728.2635308
6124,163262.703707975
6138,187303.927403117
6140,180096.481651665
6152,310213.812280982
6159,218591.032266699
6163,39028.0147365369
6172,168026.0515786
6179,610675.536221205
6187,365277.275490048
6199,720018.633717566
6207,55229.6454844187
6210,67790.8206846195
6223,130183.136967248
6224,163271.914136365
6244,113638.582916405
6254,157750.930494869
6270,130732.521370067
6286,511379.889625435
6287,185005.323385852
6291,431510.513444989
6318,213616.135760082
6328,254176.827540155
6331,513340.363998751
6336,125533.663276684
6346,273636.035650555
6347,124620.423553784
6360,193865.296251444
6361,101009.97878333
6375,379146.995117273
6383,238202.871950717
6384,105993.411390755
6385,189641.632221289
6394,245613.638499434
6404,526052.829442671
6408,169952.451249308
6409,67015.4928368771
6416,513976.292276
6433,111171.727829333
6437,141769.501759043
6440,131000.179805795
6452,134515.816159424
6466,164154.693527441
6469,776574.227141076
6472,83104.2777168171
6512,329081.428956863
6527,194338.587762703
6541,179457.896813809
6542,265958.209445782
6547,211964.673971525
6568,146405.65915737
6569,503812.457677871
6597,766698.197953062
6599,273914.900027897
6603,201680.80644351
6605,92952.2356393031
6608,564478.280217359
6611,193115.07869262
6612,77232.4162400617
6620,103773.400182692
6621,214536.690920883
6634,350029.877297162
6641,132844.509114004
6642,236579.794248112
6644,188745.582977764
6653,266245.25232842
6675,154393.550436307
6677,136679.776627166
6679,645258.748611442
6680,101739.982510538
6690,190868.666254629
6700,110080.581109136
6705,171217.8580559
6711,144294.349696796
6737,249097.970156415
6738,605266.907921876
6747,300881.720003594
6753,280587.776671348
6757,65367.6372774951
6759,154378.734729687
6765,147132.903274766
6772,144685.124792891
6779,237990.065630675
6784,260525.361296035
6790,137807.923828505
6802,233053.035248094
6805,96782.7600680008
6810,126710.973248327
6819,483627.298026916
6837,290756.025486302
6842,94288.5933415922
6850,382912.382577775
6869,353590.444981485
6870,255939.760080076
6888,139019.267002558
6890,112957.306515014
6897,377337.566791927
6907,194572.203491422
6914,134294.901693787
6927,719751.827865384
6928,282477.144022526
6929,217206.702162282
6930,279997.964414224
6943,119509.334974753
6949,180112.661439764
6956,253011.87581199
6966,119667.164383302
6970,139241.369192693
7005,92531.3674027226
7012,153888.479979677
7018,90191.2491817136
7020,162748.011315558
7021,165865.067449087
7028,162621.54279203
7033,109989.083208446
7042,107601.537195885
7049,580621.673846998
7058,132330.51378115
7060,555665.887757255
7075,309906.424062947
7084,62258.1703805996
7091,420156.331598114
7097,237971.575756101
7103,166501.300826499
7107,328807.21780848
7115,120755.444715854
7132,252191.978416572
7133,186327.960115518
7142,186181.320747443
7145,142500.653534844
7150,406612.626102755
7170,215190.94344143
7203,388694.066316855
7209,148280.798700889
7229,285551.491750767
7299,58898.8452003057
7330,117527.382639146
7350,112205.957037688
7368,144537.701645873
7370,130754.823642621
7378,448424.002883742
7385,222354.786758945
7390,131215.230636154
7400,446941.114697285
7412,191146.555584783
7425,68821.5525342796
7426,375529.108017993
7431,74042.4485948981
7436,160214.50076565
7437,233473.070205405
7440,177102.481972947
7458,62990.6385951122
7460,74777.8047535086
7463,94711.1899835538
7480,260324.25929733
7487,195926.527955604
7503,105422.622613776
7513,524053.549293894
7520,133519.936262335
7524,657418.095332014
7581,316152.848763744
7584,216046.135032619
7602,294261.344953484
7623,110202.902794982
7624,452432.094491774
7629,591212.045900913
7639,265660.662580877
7641,82771.9570523531
7642,306715.560769875
7665,139032.652267564
7679,277764.323560551
7682,166565.328207931
7688,292745.030535762
7694,135463.51310991
7720,136207.487638219
7737,125539.513188335
7740,160547.660895401
7742,60812.3119944103
7743,144744.091329029
7747,116795.762500993
7776,231908.038678579
7806,167911.209245794
7810,2186603.02137665
7829,117781.560730475
7836,198686.218800031
7840,117884.02346982
7850,274971.542642582
7861,288987.124227553
7881,138520.338570839
7885,121195.998899722
7886,153122.068784642
7897,115322.807188485
7917,117977.980742917
7934,379664.798192922
7939,221607.395634471
7940,99109.9669962918
7945,189514.327764306
7952,177297.660334811
7957,299911.606381419
7967,311694.821406089
7970,135431.795311992
7971,90922.4077323901
7982,349101.195328649
7986,119973.578819048
7993,207782.792946346
8003,121280.124019036
8016,292166.066217327
8025,198445.105570589
8042,121169.397979827
8053,129816.565855414
8072,369377.975954443
8101,176929.693262118
8108,122981.364600758
8109,210868.956701659
8112,50812.2035434955
8113,173939.790267918
8128,226301.74145373
8146,283988.263704938
8158,139098.954640968
8166,554846.782718933
8170,120582.688297001
8185,225652.074615887
8186,122508.051398386
8188,294877.474880879
8193,1158344.43661342
8196,216493.479281992
8198,147651.017733152
8206,511209.798313686
8207,95281.0625672701
8243,256065.028003433
8247,82962.2054062568
8269,178251.758154687
8273,68750.5500695463
8295,491130.722379455
8306,180880.870356485
8310,177615.13558906
8352,221550.174974107
8359,356920.931857374
8366,129579.319073551
8371,547359.388205008
8379,224191.649311958
8400,336189.373436478
8409,201826.375968973
8412,453920.984464157
8416,111531.333630433
8434,232618.263046353
8440,395397.020314047
8451,187174.204242645
8465,405162.914424708
8475,17326.1597617976
8480,193363.058909826
8481,128033.101512297
8485,98441.0617913085
8486,67774.5179054712
8495,273539.474082022
8498,127517.264740605
8502,221289.989260183
8503,302215.289723852
8504,248541.044272661
8512,248395.198394062
8524,309096.273746665
8531,317899.939047574
8533,175700.084119327
8534,58566.9468814585
8537,76391.8808824415
8541,84204.5374613335
8543,57273.970151448
8548,186155.287821118
8564,214055.11478119
8572,400331.048266417
8593,2206.57673896477
8594,134928.240376554
8599,121018.190184232
8610,135363.080214151
8611,134738.85655411
8624,197309.827672848
8631,120993.018060075
8639,120198.750064128
8649,277375.619634019
8662,128792.07293202
8667,117038.929459986
8683,1098037.36201895
8686,144756.815709287
8688,309580.284480976
8696,44490.6272351256
8700,271844.099771742
8702,121252.321613188
8715,122536.44624807
8722,19313.9451936638
8747,240031.023144089
8749,81849.7923982486
8750,233776.88369998
8756,258229.294871003
8758,113612.955654889
8771,293929.80680015
8776,369692.08691425
8780,188085.830071944
8786,338020.796192626
8813,105818.750338504
8815,569221.376920305
8819,120754.723943839
8821,76933.5228494736
8824,104432.188883276
8826,402014.873156692
8830,231490.140879349
8831,147529.072260788
8840,114420.759445203
8845,596842.59873641
8847,276547.08162691
8853,213516.293221437
8856,141483.282434881
8863,76992.8850049364
8887,175790.020746939
8918,118136.837322349
8927,214909.904696031
8931,303997.783680817
8940,189896.2560409
8945,147701.878443558
8990,244076.69740926
8997,191247.86529405
9005,45507.1274591909
9011,182736.604541717
9012,1544582.4331696
9013,187336.743094874
9015,98603.2449728228
9017,164293.411390756
9030,227325.883606931
9033,91672.9772931619
9038,211372.80675021
9071,105084.649601027
9075,174938.751634135
9086,197992.867986749
9121,426292.051185233
9125,339552.354233515
9130,86497.8779107178
9131,109984.681483506
9169,137259.364800809
9175,218541.380577566
9176,38076.9638951913
9187,136505.411635262
9194,320264.961814126
9201,223088.514317833
9207,123403.44304161
9212,1378348.92966202
9222,237794.663245888
9231,157317.426162546
9246,139484.467865046
9247,138005.858239512
9255,108336.087352312
9258,212842.865300532
9261,103463.415538133
9273,203004.204864249
9274,97949.3809105347
9278,66445.2919299155
9289,286750.11994132
9299,67415.1455371615
9305,144123.38616199
9309,108035.88072039
9320,154240.792663278
9332,33562.1818431782
9346,83940.2213532
9350,107177.105367779
9370,117653.302154821
9373,232984.954990116
9404,404651.224732633
9408,216076.791235146
9416,741837.599219676
9436,97081.4904262014
9437,57338.5467672926
9438,452228.791444759
9439,126523.722490518
9459,134747.375698406
9474,163275.369201922
9477,149240.455762795
9479,146966.423792964
9483,292382.475082867
9484,127123.026203119
9500,93468.6757733658
9512,93280.3588257866
9557,155470.348472793
9599,476255.685935127
9600,112263.40295668
9602,239072.383590876
9604,335950.732117698
9615,170202.768450928
9637,215079.742174639
9648,119558.829474811
9652,99894.3081192306
9696,113849.058809917
9706,85192.2735061815
9720,157315.160466804
9733,165094.496105464
9737,114720.88320817
9743,35918.9684092131
9749,365482.200968737
9754,227230.415852299
9756,166238.133365395
9762,75173.8821803477
9767,211179.140414225
9777,115500.38149456
9779,144158.574848625
9782,182924.487780461
9784,293845.864045378
9801,104513.074144811
9820,625502.321485398
9853,248810.903498847
9856,143925.262524173
9862,188608.702146536
9877,232829.850840508
9882,299583.142161848
9884,444731.499475997
9895,183161.882314136
9904,135577.188434136
9906,227338.236858598
9914,257347.95147525
9918,135502.949718285
9924,122193.519425549
9948,144943.167748947
9954,130422.226239003
9972,184084.04696824
9991,185982.424391561
9993,276784.327408672
9996,680572.310638081
10029,244298.926279432
